Postcode-4;Totaal;Man;Vrouw;tot 15 jaar;15 tot 25 jaar;25 tot 45 jaar;45 tot 65 jaar;65 jaar en ouder;"Nederlandse achtergond";"Westerse migratie achtergrond";"Niet-westerse migratie achtergrond"
2011;13975;7010;6965;1275;1345;5555;3740;2060;70;20;10
2012;13055;6340;6715;2140;1365;3400;3515;2630;70;20;10
2013;8335;4070;4265;1435;810;2665;2340;1080;70;20;10
2014;8290;3980;4310;1660;935;2195;2285;1215;80;10;10
2015;5770;2825;2945;995;810;1145;1595;1225;80;10;10
2019;175;90;85;30;10;55;55;25;60;30;10
2021;9190;4525;4665;1435;1080;3615;2100;960;70;20;10
2022;9060;4410;4650;1745;875;2830;2385;1220;80;10;10
2023;13175;6445;6730;3040;1245;3255;3525;2110;80;10;10
2024;9105;4430;4675;1725;925;2195;2485;1785;80;10;10
2025;10015;5015;5000;1695;1070;2940;2565;1745;80;10;10
2026;5690;2745;2945;1100;625;1435;1535;990;80;10;10
2031;1750;895;850;320;140;500;525;260;70;20;10
2032;8060;4005;4055;1205;690;2980;2010;1170;70;10;20
2033;12320;6040;6280;1775;1125;3560;3410;2450;60;10;20
2034;10175;5035;5140;1550;1020;2820;2720;2060;50;10;30
2035;7620;3705;3915;1515;865;2370;1785;1085;40;10;50
2036;7715;3815;3900;1105;760;1905;2125;1820;60;10;20
2037;8795;4210;4580;1620;920;2150;2290;1810;40;10;50
2041;7725;3690;4030;1140;825;1695;2350;1710;70;10;10
2042;8360;4090;4270;975;670;1720;2635;2360;80;20;10
2051;4560;2235;2325;975;525;765;1335;960;80;10;0
2061;6675;3165;3510;1130;715;915;1955;1960;80;20;10
2063;630;315;320;105;40;120;200;165;90;10;0
2064;3325;1680;1650;585;405;765;995;570;90;10;10
2065;330;170;160;50;35;60;120;70;90;10;0
2071;7240;3580;3660;1130;800;1400;2235;1675;90;10;0
2082;3330;1645;1685;555;405;520;1055;800;80;10;0
2101;7625;3470;4150;1255;650;1305;2055;2355;80;10;10
2102;5340;2580;2760;1110;475;925;1380;1450;80;10;10
2103;3590;1765;1825;720;380;730;1090;670;80;10;10
2104;3690;1715;1975;540;370;630;1085;1070;80;10;10
2105;3865;1855;2010;520;330;680;1150;1190;80;10;0
2106;3125;1490;1635;705;335;585;905;600;80;20;10
2111;4830;2355;2470;960;545;615;1425;1280;80;20;10
2114;2175;1045;1130;275;245;305;780;570;80;10;0
2116;1030;465;565;150;85;110;260;425;80;10;0
2121;5335;2580;2750;800;525;880;1580;1545;80;10;10
2131;10870;5285;5585;1650;1200;2290;2960;2770;70;10;20
2132;13040;6465;6570;1865;1785;3970;3010;2410;50;10;30
2133;7850;3945;3905;1275;860;1980;2195;1540;70;10;20
2134;28495;14195;14300;5500;3770;7085;8920;3220;70;10;20
2135;16410;8045;8370;2790;2065;3890;5295;2370;70;10;20
2136;1990;1000;995;320;260;415;645;355;80;10;10
2141;4865;2470;2395;840;530;1040;1575;875;80;10;10
2142;1035;555;475;105;130;225;335;245;90;10;10
2143;140;85;50;15;10;40;45;25;70;20;10
2144;985;510;480;130;115;215;355;170;80;10;10
2151;15825;7775;8050;2930;2205;3400;4830;2455;80;10;10
2152;12440;6280;6160;2655;1645;3195;3660;1285;70;10;20
2153;3245;1570;1675;505;380;625;865;870;70;10;10
2154;330;170;160;40;30;70;95;90;90;10;0
2155;55;30;25;10;5;10;15;15;90;-99997;-99997
2156;370;190;185;50;40;60;130;95;80;10;10
2157;1190;635;555;210;110;255;360;255;80;10;10
2158;475;245;230;65;35;95;135;145;90;10;0
2159;480;245;230;55;60;75;160;125;80;10;0
2161;12415;6035;6380;1855;1255;2765;3355;3185;90;10;0
2162;7670;3825;3845;1280;1000;1625;2345;1425;80;10;10
2163;2870;1440;1430;380;300;620;955;620;90;10;10
2165;3420;1760;1655;530;445;670;1225;550;90;10;10
2171;10020;4920;5100;1475;1115;2175;2965;2290;80;10;10
2172;5745;2825;2920;1010;660;1325;1610;1140;80;10;10
2181;9620;4730;4895;1550;1100;2320;2775;1875;80;10;10
2182;12585;6305;6285;1925;1290;3005;3620;2750;80;10;10
2191;2180;1100;1080;290;295;445;665;485;90;10;0
2201;13615;6860;6760;2060;1525;3110;4265;2655;80;10;10
2202;7965;3975;3990;995;885;1665;2320;2095;80;20;10
2203;4190;2055;2140;670;425;985;1070;1040;80;10;10
2204;835;440;395;135;75;165;280;175;80;10;0
2211;14575;7340;7235;2160;1720;3405;4160;3125;80;10;0
2212;145;70;75;35;25;30;55;-99997;90;10;-99997
2215;16145;8110;8035;2775;2260;3560;5060;2490;80;10;10
2216;720;355;365;135;40;310;155;80;80;10;10
2221;13225;6640;6585;2395;1550;3435;3380;2455;90;10;10
2222;15;15;-99997;-99997;-99997;5;-99997;-99997;90;-99997;-99997
2223;6020;3025;2995;1005;720;1335;1735;1225;80;10;10
2224;9560;4645;4915;1810;1250;2270;2605;1630;90;10;10
2225;14135;6945;7190;2565;1795;3340;3600;2840;90;0;0
2231;16340;8130;8215;2795;2065;4040;4520;2920;90;10;0
2232;310;155;150;75;35;110;50;40;90;0;0
2235;6145;3080;3070;1435;680;1760;1505;765;90;10;10
2241;10165;4815;5350;1635;1205;1890;2990;2445;70;20;10
2242;9140;4265;4880;1535;1030;1495;2735;2350;70;20;10
2243;2925;1380;1545;420;355;220;895;1035;60;30;10
2244;1985;965;1020;470;250;265;630;375;60;30;10
2245;2025;960;1060;290;220;335;635;540;70;20;10
2251;11395;5480;5920;1860;1340;2205;3275;2710;80;10;10
2252;5245;2520;2725;1005;500;1000;1480;1260;80;10;10
2253;8100;3895;4200;1395;850;1845;2120;1890;80;10;10
2254;855;435;420;205;85;215;235;115;80;10;10
2261;4925;2375;2550;685;425;780;1330;1705;70;20;10
2262;3195;1475;1715;450;315;960;785;685;50;10;40
2263;5935;2785;3155;1005;705;1400;1455;1375;50;10;40
2264;8735;4245;4485;1380;850;1725;2600;2175;80;10;10
2265;4450;2170;2285;540;395;885;1375;1260;70;10;10
2266;6525;3255;3275;1090;700;1405;2045;1285;80;10;10
2267;410;195;215;80;40;50;135;105;70;20;10
2271;7260;3510;3750;1350;755;1330;2105;1720;80;10;10
2272;8525;4060;4465;1475;780;1605;2315;2350;70;20;10
2273;10030;4765;5265;1290;825;2965;2455;2495;60;20;30
2274;11690;5690;6000;1985;1020;4270;2840;1580;60;20;20
2275;4850;2395;2455;1035;510;1095;1380;830;70;20;10
2281;4700;2350;2350;895;485;1225;1400;695;70;20;10
2282;10495;5060;5435;1575;925;3145;2815;2035;70;20;20
2283;5775;2755;3020;825;520;1690;1475;1260;60;20;20
2284;4740;2210;2535;625;365;1320;1085;1345;60;20;30
2285;8300;3930;4365;1115;795;1645;2530;2215;70;10;20
2286;11820;5660;6160;2535;955;3115;2510;2705;60;10;30
2287;4255;1950;2305;730;420;1135;1000;975;50;10;40
2288;2565;1370;1190;495;290;990;520;265;50;10;40
2289;1800;875;925;285;165;430;580;340;70;10;10
2291;13450;6705;6745;2445;1450;3370;3625;2560;80;10;10
2292;2985;1440;1540;665;415;685;945;275;80;10;10
2295;3815;1925;1895;600;470;860;1105;785;80;10;10
2311;11025;5185;5840;745;3345;3835;2000;1100;70;20;10
2312;14350;6915;7435;775;4050;5540;2630;1360;60;20;20
2313;12520;5925;6595;2125;1710;3190;3590;1905;80;10;10
2314;6245;3080;3165;1110;650;1480;1685;1320;70;20;10
2315;8490;4150;4345;1235;1180;2940;2015;1120;60;10;20
2316;10510;5140;5370;1670;1550;3860;2365;1065;60;20;20
2317;11000;5330;5670;1945;1385;2455;2795;2420;60;10;20
2318;3335;1675;1660;660;370;720;945;640;70;20;10
2321;10940;5260;5680;1240;2225;3670;2420;1385;60;10;20
2322;205;95;110;20;75;60;40;15;80;20;10
2323;150;75;70;10;20;25;60;35;90;10;10
2324;9930;4790;5135;1040;1670;2535;2415;2265;60;10;20
2331;10970;5440;5525;1565;1335;2290;3800;1985;80;10;10
2332;10135;4905;5230;1360;1345;3010;2400;2025;70;10;20
2333;2790;1345;1445;230;910;1045;370;230;70;20;20
2334;2500;1230;1265;390;340;700;635;435;70;20;10
2341;10045;4830;5215;1745;1170;2010;2870;2245;70;20;10
2342;3395;1705;1690;895;280;1255;725;245;80;10;10
2343;11400;5465;5935;1870;1280;2210;3470;2570;70;20;10
2351;5275;2575;2700;975;660;1050;1625;965;80;10;10
2352;8400;4050;4350;1315;835;2020;2165;2070;70;10;20
2353;13380;6470;6910;2010;1550;2595;4045;3185;80;10;10
2355;1700;870;835;235;185;330;550;400;90;0;0
2361;4635;2355;2280;615;515;840;1410;1255;80;10;10
2362;175;90;85;10;20;20;70;50;90;10;-99997
2371;8760;4395;4365;1410;955;2125;2290;1980;90;10;10
2374;730;380;350;90;120;125;260;140;90;10;0
2375;1670;875;795;280;200;395;510;285;90;10;10
2376;660;345;315;90;90;135;240;105;90;10;0
2377;3785;1915;1870;570;490;830;1310;580;90;10;10
2381;5520;2750;2770;750;660;1050;1770;1290;90;10;10
2382;3005;1510;1495;575;330;750;870;480;80;10;10
2391;5970;2975;3000;975;705;1315;1685;1295;90;10;0
2394;5415;2705;2705;845;635;1255;1575;1100;90;10;10
2396;4115;2040;2075;610;435;800;1130;1140;90;10;10
2401;9360;4725;4640;1585;1020;2310;2665;1780;70;10;20
2402;13645;6610;7035;2190;1415;3395;3665;2985;70;10;20
2403;10265;5155;5110;1805;1140;2650;2665;2010;70;10;20
2404;4715;2420;2295;625;440;1425;1230;995;70;20;10
2405;8000;3940;4060;1145;1005;2195;2165;1490;80;10;10
2406;9340;4595;4740;1535;1015;2570;2550;1665;80;10;10
2407;840;440;400;100;115;135;310;175;90;10;0
2408;17420;8605;8820;3260;2445;4110;5260;2350;80;10;10
2409;45;20;20;5;-99997;-99997;15;15;90;-99997;-99997
2411;17450;8695;8755;2910;2140;3915;4870;3615;80;10;10
2412;1500;770;730;455;140;675;215;20;90;0;10
2415;1790;930;860;275;230;420;575;285;90;10;0
2421;9405;4675;4730;1590;1070;2070;2650;2025;90;10;10
2431;1675;880;795;220;200;345;500;410;90;0;0
2432;185;95;90;10;30;25;65;45;90;0;0
2435;2930;1510;1420;420;350;605;985;570;90;10;0
2441;4285;2185;2095;665;505;1080;1330;700;90;10;0
2445;1205;600;605;165;150;245;410;230;90;10;0
2451;4640;2395;2245;685;485;1065;1410;1000;80;10;10
2461;9425;4730;4690;1495;1030;2100;2750;2045;90;10;0
2465;1230;620;615;180;145;195;425;280;90;10;10
2471;1855;975;880;190;225;445;660;335;90;10;10
2481;3640;1810;1830;585;455;715;1100;780;90;10;0
2491;260;140;120;30;50;30;115;40;70;10;20
2492;12525;6240;6285;2340;1810;2565;4265;1540;60;10;30
2493;8235;4135;4100;2315;970;2445;2100;405;50;10;40
2495;170;95;80;30;15;25;60;40;80;10;10
2496;11130;5670;5460;2370;1605;2945;3325;885;50;10;30
2497;10360;5160;5195;2045;1515;2525;3315;955;50;10;30
2498;5830;2860;2970;1445;935;1120;2030;300;70;10;20
2511;4640;2410;2230;505;525;2090;1020;500;40;20;40
2512;14255;7235;7020;1860;2000;5265;3620;1515;30;20;50
2513;8035;4080;3955;1010;1015;2755;2180;1070;50;20;30
2514;3645;1935;1705;310;345;1400;940;645;50;40;20
2515;12985;6500;6485;2055;2270;4315;2965;1375;20;20;60
2516;11355;6325;5030;1625;2095;4320;2545;765;20;10;70
2517;10280;5145;5135;1395;1090;3505;2600;1690;60;30;20
2518;11105;5520;5585;1355;1295;4530;2690;1235;50;30;20
2521;10845;5335;5510;1450;2855;3670;2040;830;20;20;60
2522;12795;6760;6040;2010;1995;4925;2795;1070;30;40;40
2523;5665;3005;2660;965;840;2155;1305;405;30;30;40
2524;6870;3475;3395;1350;975;2240;1755;550;20;20;60
2525;15750;8125;7625;3125;2605;4565;4025;1425;10;10;80
2526;13350;6580;6770;2610;2310;3610;3275;1545;10;10;80
2531;9065;4810;4255;1710;1180;3035;2215;930;30;20;60
2532;6025;3130;2895;1415;695;2135;1210;575;20;10;70
2533;7510;3805;3705;1500;795;2265;1910;1035;30;10;60
2541;8210;4175;4035;1600;880;2845;2030;845;30;20;60
2542;10630;5290;5340;2315;1255;3195;2335;1535;20;10;60
2543;6665;3290;3375;1390;785;2010;1635;845;30;10;60
2544;12375;6180;6195;2435;1390;3570;2950;2030;30;10;50
2545;12040;6045;5995;2230;1265;3675;3010;1855;30;10;50
2546;6135;3060;3075;970;775;2120;1570;700;60;20;20
2547;7455;3555;3900;995;730;2110;1940;1680;60;20;20
2548;22360;11105;11250;4710;3080;5375;6705;2495;50;10;40
2551;11125;5190;5930;1660;1000;2440;2910;3115;60;10;20
2552;16450;7965;8485;2450;1680;3795;4575;3950;70;10;20
2553;9520;4750;4775;1590;875;2210;2770;2075;70;20;20
2554;1890;915;975;180;170;300;550;690;70;20;10
2555;9120;4075;5045;865;560;1715;2470;3515;70;20;10
2561;5515;2730;2785;890;580;2150;1360;535;50;20;20
2562;11155;5590;5565;1500;1380;4535;2560;1175;40;30;30
2563;10435;5080;5355;1665;1115;3960;2570;1125;60;20;20
2564;11560;5480;6080;2040;1140;3150;3255;1970;70;20;10
2565;12180;5600;6575;1980;1120;3245;3475;2360;70;20;10
2566;6555;3090;3465;1215;705;910;2040;1685;70;20;10
2571;10770;5475;5295;1825;1425;3835;2495;1190;20;20;60
2572;9805;5055;4750;2005;1515;3000;2375;910;10;20;70
2573;10625;5460;5165;1910;1515;4185;2350;660;30;30;40
2574;7290;3790;3500;1195;870;2620;1815;790;50;30;30
2581;3140;1535;1610;550;320;860;925;490;70;20;10
2582;8985;4300;4685;1680;980;2150;2660;1515;50;40;10
2583;11490;5665;5825;1920;1050;3075;3285;2160;80;10;10
2584;6975;3310;3665;1035;645;1900;1865;1535;70;20;10
2585;6645;3155;3490;865;670;1600;1980;1525;60;30;10
2586;7965;3905;4060;1085;730;2395;2130;1625;60;20;10
2587;8335;4045;4290;1275;1250;1740;2290;1775;60;20;10
2591;7300;3475;3830;1235;625;2430;1695;1315;40;20;40
2592;6730;3175;3555;870;490;2070;1625;1680;50;20;30
2593;8595;4110;4485;1045;720;3745;1955;1130;60;30;20
2594;2000;1015;985;260;170;485;500;585;50;30;20
2595;8660;4275;4385;1380;1310;3080;1970;915;40;30;30
2596;7740;3720;4020;1595;690;1815;2090;1560;60;30;10
2597;8605;3940;4670;1300;715;1475;2140;2975;60;30;10
2611;12440;6885;5555;910;2935;4225;2720;1655;60;20;10
2612;9535;4865;4665;1165;1570;2745;2285;1770;70;10;10
2613;13090;6885;6210;1660;2740;3905;2910;1880;70;20;10
2614;12620;6385;6235;2490;1530;3880;3200;1520;70;10;20
2616;100;55;45;5;20;25;40;10;70;30;10
2622;8005;4115;3890;1000;1080;1860;2635;1435;70;10;20
2623;6025;3100;2925;730;735;1510;1670;1375;80;10;20
2624;13490;7300;6190;1515;3135;4240;2420;2180;50;10;40
2625;13650;6975;6675;1880;2610;3170;3145;2845;50;10;30
2626;60;35;25;15;10;15;20;-99997;70;20;10
2627;1245;625;620;140;155;255;395;300;70;20;20
2628;13010;7310;5700;1205;3905;4300;2140;1460;60;20;20
2629;325;195;130;45;60;100;70;45;70;10;10
2631;15300;7610;7695;2830;2185;2935;4960;2390;80;10;10
2632;3740;1810;1930;890;490;930;1095;340;70;10;20
2635;8245;4175;4070;1580;1025;1900;2460;1275;80;10;10
2636;4475;2220;2255;650;610;850;1405;955;90;10;0
2641;14300;7025;7275;2450;1590;3415;3790;3055;80;10;10
2642;8210;4170;4040;1695;1180;1970;2685;675;80;10;10
2643;4615;2215;2400;1255;280;1725;705;645;70;10;20
2645;9140;4690;4450;1755;1420;1790;3055;1120;80;10;10
2651;18540;9230;9310;3585;2180;3945;5405;3420;80;10;10
2652;13070;6395;6675;3630;1090;4095;2910;1345;80;10;10
2661;13350;6595;6755;2365;1940;2525;4360;2160;80;10;10
2662;5400;2630;2770;1340;640;1620;1420;380;70;10;20
2665;12015;5970;6045;2270;1425;2520;3480;2320;80;10;10
2671;13090;6465;6625;1910;1410;3055;3350;3365;80;10;10
2672;5840;2930;2905;1015;590;1695;1585;955;90;10;0
2673;3025;1535;1490;685;360;815;715;455;90;0;0
2675;7595;3875;3720;1175;1030;1830;2330;1230;80;10;10
2676;4335;2220;2110;695;570;1190;1155;725;80;10;0
2678;12520;6300;6220;2100;1635;2980;3390;2410;90;10;0
2681;13980;6975;7005;1970;1715;3050;4315;2920;80;10;10
2684;690;325;365;125;60;160;205;140;80;10;10
2685;6950;3520;3425;1180;775;1805;1870;1320;80;10;10
2691;14040;6930;7110;2245;1670;3425;3615;3085;80;10;10
2692;3785;1885;1900;645;390;1065;1110;575;90;10;10
2693;900;460;440;110;140;165;320;165;90;10;10
2694;3380;1665;1720;785;415;900;845;440;90;0;0
2711;4515;2090;2430;395;435;1255;1050;1380;60;10;20
2712;5270;2530;2740;720;515;1415;1435;1185;80;10;10
2713;6420;3065;3355;930;640;1735;1530;1585;60;10;20
2715;5635;2730;2905;980;620;1580;1395;1055;60;10;30
2716;10030;4830;5200;1770;1170;2270;2485;2335;70;10;20
2717;7675;3730;3945;1475;910;1930;1865;1495;60;10;30
2718;8890;4375;4515;1395;990;2040;3045;1420;70;10;20
2719;11670;5715;5955;1530;1375;2045;4045;2680;80;10;10
2721;10975;5360;5615;2525;1315;2970;2760;1405;70;10;20
2722;4950;2375;2575;790;555;1465;1210;930;60;10;30
2723;3845;1935;1910;630;445;1100;1065;605;70;10;20
2724;7165;3590;3575;1100;805;1925;1975;1360;70;10;20
2725;5915;2865;3050;885;540;1140;1620;1725;80;10;10
2726;6165;3010;3155;950;630;1490;1605;1490;70;10;10
2727;5235;2600;2635;975;630;1400;1440;785;70;10;20
2728;8605;4280;4320;1310;990;1845;2950;1510;70;10;10
2729;12310;6110;6200;2685;1715;3385;3475;1050;60;10;30
2731;3570;1805;1770;750;410;810;935;665;90;10;0
2735;80;45;35;10;15;15;25;15;100;-99997;-99997
2741;11610;5740;5870;1970;1345;2965;2995;2335;80;10;10
2742;10715;5235;5485;2210;1130;2920;2375;2085;80;10;10
2743;6960;3525;3440;1070;785;1570;2215;1325;90;10;10
2751;4600;2285;2315;1050;505;1210;1080;750;90;10;10
2752;360;195;170;60;50;80;125;45;90;10;0
2761;8405;4190;4215;1590;870;2190;2200;1555;80;10;10
2771;16130;8125;8005;2540;2045;3850;4535;3155;80;10;10
2801;8350;4205;4145;1040;990;2675;2185;1460;70;10;10
2802;9710;4890;4820;1725;1155;2845;2530;1455;70;10;20
2803;9530;4635;4895;1310;1115;2050;2415;2640;80;10;10
2804;12190;5775;6420;1920;1250;2310;3440;3270;80;10;10
2805;10785;5260;5525;1915;1210;2850;2870;1935;80;10;20
2806;10000;4935;5060;1780;1200;2655;2730;1630;70;10;20
2807;11000;5390;5615;1920;1610;2310;3575;1585;70;10;20
2808;430;210;220;65;70;90;140;70;90;10;10
2809;1435;755;680;350;145;670;230;40;70;20;20
2811;10540;5175;5365;1695;1195;2010;3065;2575;90;10;10
2821;5270;2645;2625;960;725;1075;1445;1070;90;0;0
2825;1760;860;900;400;255;325;460;320;90;0;0
2831;2595;1310;1280;450;345;575;755;470;90;10;10
2841;8740;4395;4345;1485;1105;1935;2650;1565;80;10;10
2851;4340;2180;2160;645;500;815;1320;1060;90;10;0
2855;640;345;300;120;80;145;175;125;90;0;0
2861;6970;3440;3530;1190;870;1455;1895;1560;90;0;10
2865;1705;840;865;290;165;420;515;315;90;10;0
2871;12005;5895;6110;1875;1560;2600;3310;2660;80;10;10
2872;1065;535;530;290;115;450;170;40;90;10;10
2901;9515;4700;4815;1415;1335;1840;3375;1555;70;10;20
2902;8305;4015;4290;1265;980;2050;2025;1985;70;10;20
2903;8585;3970;4620;1490;865;2110;1985;2135;60;10;30
2904;8085;3960;4120;1225;810;1825;2255;1970;70;10;20
2905;6625;3125;3500;1200;690;1650;1625;1460;50;20;30
2906;5630;2595;3035;890;715;1220;1540;1265;60;10;30
2907;14070;7015;7055;2150;1560;3895;4085;2385;60;10;30
2908;3200;1580;1620;380;300;795;1025;700;70;10;20
2909;3085;1545;1535;725;370;895;830;260;40;10;50
2911;6700;3285;3410;1195;870;1450;2230;955;90;10;10
2912;6700;3220;3480;1095;845;1390;1820;1555;80;10;10
2913;510;265;245;80;70;105;160;95;90;0;0
2914;7870;3940;3930;1360;780;1845;2275;1615;80;10;10
2921;2320;1240;1080;420;315;610;660;315;90;0;10
2922;7055;3320;3735;1155;875;1445;1680;1905;80;10;10
2923;6235;2980;3255;1150;770;1330;1550;1435;80;10;10
2924;4210;2060;2150;620;435;750;1140;1265;80;10;10
2925;7025;3385;3640;1270;870;1360;1865;1665;80;10;10
2926;2685;1280;1405;460;330;500;795;595;80;10;10
2931;6480;3200;3280;930;765;1435;1930;1420;90;10;10
2935;5785;2880;2905;1090;710;1285;1540;1150;90;0;0
2941;7700;3800;3900;1130;900;1645;2295;1735;90;10;0
2951;10530;5040;5490;2045;1180;2225;2495;2590;90;10;10
2952;1000;495;505;225;160;225;285;105;90;10;0
2953;5965;3035;2930;1185;750;1595;1555;880;80;10;10
2954;2670;1345;1325;435;395;530;905;405;90;10;0
2957;8400;4260;4140;1705;1340;1770;2090;1500;90;0;0
2959;2490;1265;1220;420;420;475;700;470;100;0;0
2961;820;420;400;150;110;205;250;110;90;10;0
2964;4245;2160;2080;850;485;1075;1030;800;90;0;0
2965;1415;690;725;175;145;315;385;395;90;0;0
2967;1660;855;805;300;240;380;500;240;90;0;0
2968;125;65;60;15;25;25;50;10;90;-99997;-99997
2969;2230;1115;1115;430;380;460;630;325;100;0;0
2971;2865;1440;1425;620;425;595;685;540;90;0;0
2973;1205;615;590;260;150;300;295;200;100;0;0
2974;1305;650;655;260;200;275;360;210;90;0;0
2975;960;515;450;190;150;195;270;160;100;0;0
2977;925;480;450;185;125;210;245;160;90;0;0
2981;3160;1545;1615;530;380;830;820;600;70;10;20
2982;6375;2970;3405;855;610;1535;1470;1905;70;10;20
2983;9250;4580;4670;1565;1015;2245;2675;1760;80;10;10
2984;3270;1615;1655;465;380;660;1015;755;90;10;10
2985;4740;2280;2460;730;555;945;1300;1215;80;10;20
2986;8175;3865;4310;1190;830;1625;2340;2190;80;10;10
2987;7670;3695;3975;1070;690;1635;2025;2250;70;10;20
2988;2735;1380;1355;420;325;515;875;600;90;10;0
2989;810;410;400;160;90;195;220;145;90;0;0
2991;12955;6295;6660;2190;1590;2620;3620;2940;80;10;10
2992;14690;7175;7515;2485;1990;3040;4665;2510;80;10;10
2993;14295;7075;7215;2420;1915;2715;4680;2560;70;10;20
2994;6775;3445;3330;1665;850;1865;1785;610;60;10;30
2995;3785;1860;1925;550;435;820;1140;840;90;0;0
3011;16980;8865;8110;1320;2845;7570;3345;1900;50;20;30
3012;5665;2810;2855;460;830;2655;990;730;40;20;40
3013;1030;575;455;85;140;500;200;110;40;20;40
3014;7910;3980;3930;1080;1215;2490;1925;1205;20;10;60
3015;2420;1235;1185;210;450;925;525;310;60;20;30
3016;2090;1135;955;100;465;770;450;305;60;20;20
3021;12020;6040;5980;1595;1880;4750;2755;1045;40;20;40
3022;10085;5110;4975;1705;1590;3610;2245;940;30;10;50
3023;9445;4710;4735;1525;1595;3005;2310;1010;30;10;60
3024;9280;4855;4425;1115;1400;3735;2110;915;50;10;40
3025;7145;3640;3505;1175;1150;2205;1845;770;20;10;70
3026;7365;3735;3630;1260;1095;2425;1705;880;20;10;60
3027;10440;5200;5240;2130;1600;3400;2445;870;20;10;70
3028;7795;4170;3625;1095;1060;3030;1745;865;30;20;40
3029;3925;1920;2010;780;605;1420;760;360;10;10;70
3031;8285;3840;4445;995;1450;2915;1690;1240;40;20;40
3032;6480;3245;3235;785;965;2435;1470;825;40;20;50
3033;4685;2325;2360;555;695;1950;995;495;40;20;40
3034;11595;5665;5930;2120;1665;3730;2600;1480;40;10;50
3035;6835;3385;3450;990;1005;2465;1560;815;40;10;50
3036;7960;3985;3975;1345;1115;2790;1935;775;30;10;60
3037;7825;3745;4085;1175;935;2915;1775;1025;50;10;30
3038;8080;4030;4050;685;1140;4435;1255;565;60;20;30
3039;10415;5110;5310;1185;1205;4685;2090;1255;70;20;10
3041;195;165;30;5;20;90;70;10;40;10;50
3042;8055;3945;4110;1565;790;2305;1865;1530;40;10;50
3043;7215;3685;3530;1130;755;2010;2125;1195;70;10;20
3044;125;65;60;20;5;40;30;25;80;10;10
3045;3770;1930;1840;1245;180;1270;755;325;70;10;20
3046;340;170;175;45;30;65;115;85;90;10;0
3047;70;35;35;5;-99997;15;30;15;90;10;-99997
